CUBLAS error: memory mapping error (11) in main at testing_dgemm_sync.cpp:143
#size, mflops, magma_cputime, ATT, totaltime, chunksize, totalsizeHtD, totalsizeDtH, no_chunksHtD, no_chunksDtH, Kernel, HtDtime, Kerneltime, DtHtime
768, 905.970,   0.504,      4.604,   4.604,4718592,14155776, 4718592, 3,1,partition 1, 2.287072, 1.603744, 0.713376
768, 905.970,   0.204,      4.717,   4.717,4718592,14155776, 4718592, 3,1,partition 1, 2.351232, 1.641600, 0.724000
768, 905.970,   0.223,      4.671,   4.671,4718592,14155776, 4718592, 3,1,partition 1, 2.358400, 1.603968, 0.708768
768, 905.970,   0.213,      4.685,   4.685,4718592,14155776, 4718592, 3,1,partition 1, 2.342784, 1.623744, 0.718496
768, 905.970,   0.229,      4.674,   4.674,4718592,14155776, 4718592, 3,1,partition 1, 2.361344, 1.597600, 0.715456
1536, 7247.757,   0.213,     23.752,  23.752,4718592,56623104, 18874368, 12,4,partition 1, 9.167296, 11.741312, 2.843776
1536, 7247.757,   0.227,     23.751,  23.751,4718592,56623104, 18874368, 12,4,partition 1, 9.185184, 11.729600, 2.836064
1536, 7247.757,   0.209,     23.728,  23.728,4718592,56623104, 18874368, 12,4,partition 1, 9.152352, 11.730400, 2.844896
1536, 7247.757,   0.213,     23.740,  23.740,4718592,56623104, 18874368, 12,4,partition 1, 9.164608, 11.732672, 2.842432
1536, 7247.757,   0.211,     23.723,  23.723,4718592,56623104, 18874368, 12,4,partition 1, 9.147552, 11.726336, 2.849088
2304, 24461.181,   0.200,     65.308,  65.308,4718592,127401984, 42467328, 27,9,partition 1, 20.599840, 38.320320, 6.387904
2304, 24461.181,   0.212,     65.630,  65.630,4718592,127401984, 42467328, 27,9,partition 1, 20.636288, 38.600674, 6.392928
2304, 24461.181,   0.211,     65.732,  65.732,4718592,127401984, 42467328, 27,9,partition 1, 20.611263, 38.730751, 6.389952
2304, 24461.181,   0.195,     65.578,  65.578,4718592,127401984, 42467328, 27,9,partition 1, 20.588991, 38.606144, 6.383200
2304, 24461.181,   0.199,     65.606,  65.606,4718592,127401984, 42467328, 27,9,partition 1, 20.604736, 38.596642, 6.404896
3072, 57982.058,   0.220,    138.771, 138.771,4718592,226492416, 75497472, 48,16,partition 1, 36.658302, 90.761024, 11.351360
3072, 57982.058,   0.198,    138.812, 138.812,4718592,226492416, 75497472, 48,16,partition 1, 36.636513, 90.808479, 11.367136
3072, 57982.058,   0.198,    138.811, 138.811,4718592,226492416, 75497472, 48,16,partition 1, 36.605728, 90.809502, 11.395904
3072, 57982.058,   0.340,    138.731, 138.731,4718592,226492416, 75497472, 48,16,partition 1, 36.619938, 90.733055, 11.377856
3072, 57982.058,   0.196,    138.833, 138.833,4718592,226492416, 75497472, 48,16,partition 1, 36.630367, 90.811363, 11.391232
3840, 113246.208,   0.197,    251.636, 251.636,4718592,353894400, 117964800, 75,25,partition 1, 57.212418, 176.643555, 17.780064
3840, 113246.208,   0.218,    251.815, 251.815,4718592,353894400, 117964800, 75,25,partition 1, 57.304287, 176.670654, 17.839712
3840, 113246.208,   0.208,    251.339, 251.339,4718592,353894400, 117964800, 75,25,partition 1, 57.235680, 176.319397, 17.783968
3840, 113246.208,   0.198,    251.494, 251.494,4718592,353894400, 117964800, 75,25,partition 1, 57.172993, 176.528641, 17.792831
3840, 113246.208,   0.223,    251.459, 251.459,4718592,353894400, 117964800, 75,25,partition 1, 57.226814, 176.443939, 17.787968
4608, 195689.447,   0.197,    412.410, 412.410,4718592,509607936, 169869312, 108,36,partition 1, 82.361473, 304.437408, 25.611423
4608, 195689.447,   0.314,    412.681, 412.681,4718592,509607936, 169869312, 108,36,partition 1, 82.389023, 304.669464, 25.622335
4608, 195689.447,   0.196,    412.281, 412.281,4718592,509607936, 169869312, 108,36,partition 1, 82.345955, 304.307220, 25.628000
4608, 195689.447,   0.205,    412.337, 412.337,4718592,509607936, 169869312, 108,36,partition 1, 82.386978, 304.308685, 25.641121
4608, 195689.447,   0.228,    411.985, 411.985,4718592,509607936, 169869312, 108,36,partition 1, 82.385216, 304.006653, 25.593344
