CUBLAS error: memory mapping error (11) in main at testing_dgemm_sync.cpp:143
#size, mflops, magma_cputime, ATT, totaltime, chunksize, totalsizeHtD, totalsizeDtH, no_chunksHtD, no_chunksDtH, Kernel, HtDtime, Kerneltime, DtHtime
768, 905.970,   0.979,      9.058,   9.412,4718592,14155776, 4718592, 6,2,partition 1, 4.794208, 3.193504, 0.716512
768, 905.970,   0.979,      9.058,   9.412,4718592,14155776, 4718592, 6,2,partition 2, 4.796256, 3.199008, 1.417152
768, 905.970,   0.622,      8.899,   9.253,4718592,14155776, 4718592, 6,2,partition 1, 4.641312, 3.189440, 0.714368
768, 905.970,   0.622,      8.899,   9.253,4718592,14155776, 4718592, 6,2,partition 2, 4.639168, 3.200416, 1.413824
768, 905.970,   0.613,      8.163,   8.548,4718592,14155776, 4718592, 6,2,partition 1, 3.866976, 3.195840, 0.715136
768, 905.970,   0.613,      8.163,   8.548,4718592,14155776, 4718592, 6,2,partition 2, 4.641024, 3.189344, 0.717952
768, 905.970,   0.660,      7.381,   8.532,4718592,14155776, 4718592, 6,2,partition 1, 2.314016, 3.197056, 0.719648
768, 905.970,   0.660,      7.381,   8.532,4718592,14155776, 4718592, 6,2,partition 2, 4.630976, 3.184544, 0.716480
768, 905.970,   0.572,      8.898,   9.252,4718592,14155776, 4718592, 6,2,partition 1, 4.639008, 3.203168, 1.410304
768, 905.970,   0.572,      8.898,   9.252,4718592,14155776, 4718592, 6,2,partition 2, 4.636864, 3.197312, 0.709312
1536, 7247.757,   0.461,     46.138,  47.550,4718592,56623104, 18874368, 24,8,partition 1, 18.684256, 24.714369, 4.151104
1536, 7247.757,   0.461,     46.138,  47.550,4718592,56623104, 18874368, 24,8,partition 2, 17.128511, 24.756544, 2.841568
1536, 7247.757,   0.528,     46.166,  47.591,4718592,56623104, 18874368, 24,8,partition 1, 17.143520, 24.743135, 2.854368
1536, 7247.757,   0.528,     46.166,  47.591,4718592,56623104, 18874368, 24,8,partition 2, 18.698400, 24.753887, 4.138912
1536, 7247.757,   0.556,     46.452,  47.864,4718592,56623104, 18874368, 24,8,partition 1, 17.148928, 25.042849, 2.848736
1536, 7247.757,   0.556,     46.452,  47.864,4718592,56623104, 18874368, 24,8,partition 2, 18.698784, 24.721151, 4.444032
1536, 7247.757,   0.469,     46.486,  47.912,4718592,56623104, 18874368, 24,8,partition 1, 18.705441, 24.719681, 4.486464
1536, 7247.757,   0.469,     46.486,  47.912,4718592,56623104, 18874368, 24,8,partition 2, 17.152449, 25.055231, 2.853184
1536, 7247.757,   0.467,     46.372,  47.797,4718592,56623104, 18874368, 24,8,partition 1, 18.681087, 24.716831, 4.399232
1536, 7247.757,   0.467,     46.372,  47.797,4718592,56623104, 18874368, 24,8,partition 2, 17.129536, 24.972256, 2.845312
2304, 24461.181,   0.467,    134.945, 136.370,4718592,127401984, 42467328, 54,18,partition 1, 40.440193, 83.089821, 9.988992
2304, 24461.181,   0.467,    134.945, 136.370,4718592,127401984, 42467328, 54,18,partition 2, 41.989983, 82.729248, 11.650816
2304, 24461.181,   0.424,    134.989, 136.411,4718592,127401984, 42467328, 54,18,partition 1, 42.109985, 82.733856, 11.567648
2304, 24461.181,   0.424,    134.989, 136.411,4718592,127401984, 42467328, 54,18,partition 2, 40.555584, 83.052963, 9.958208
2304, 24461.181,   0.441,    134.857, 136.269,4718592,127401984, 42467328, 54,18,partition 1, 40.421825, 83.089729, 9.933664
2304, 24461.181,   0.441,    134.857, 136.269,4718592,127401984, 42467328, 54,18,partition 2, 41.968513, 82.744576, 11.555936
2304, 24461.181,   0.385,    134.898, 136.324,4718592,127401984, 42467328, 54,18,partition 1, 40.451488, 83.038498, 9.982432
2304, 24461.181,   0.385,    134.898, 136.324,4718592,127401984, 42467328, 54,18,partition 2, 42.001377, 82.736832, 11.585856
2304, 24461.181,   0.428,    134.837, 136.259,4718592,127401984, 42467328, 54,18,partition 1, 41.941792, 82.705566, 11.611680
2304, 24461.181,   0.428,    134.837, 136.259,4718592,127401984, 42467328, 54,18,partition 2, 40.392929, 83.081024, 9.940832
3072, 57982.058,   0.397,    290.337, 290.698,4718592,226492416, 75497472, 96,32,partition 1, 72.335106, 195.523239, 22.118719
3072, 57982.058,   0.397,    290.337, 290.698,4718592,226492416, 75497472, 96,32,partition 2, 74.660316, 195.129700, 20.907616
3072, 57982.058,   0.409,    291.726, 292.083,4718592,226492416, 75497472, 96,32,partition 1, 75.185982, 195.618713, 21.278688
3072, 57982.058,   0.409,    291.726, 292.083,4718592,226492416, 75497472, 96,32,partition 2, 73.626717, 195.624390, 22.117855
3072, 57982.058,   0.478,    288.591, 290.708,4718592,226492416, 75497472, 96,32,partition 1, 74.776772, 195.352036, 20.579617
3072, 57982.058,   0.478,    288.591, 290.708,4718592,226492416, 75497472, 96,32,partition 2, 72.446434, 195.520828, 18.507072
3072, 57982.058,   0.471,    290.272, 290.629,4718592,226492416, 75497472, 96,32,partition 1, 74.784035, 195.256836, 20.588545
3072, 57982.058,   0.471,    290.272, 290.629,4718592,226492416, 75497472, 96,32,partition 2, 72.457054, 195.488892, 21.968479
3072, 57982.058,   0.399,    290.595, 290.952,4718592,226492416, 75497472, 96,32,partition 1, 74.821983, 195.256027, 20.874432
3072, 57982.058,   0.399,    290.595, 290.952,4718592,226492416, 75497472, 96,32,partition 2, 72.492928, 195.794434, 21.950016
3840, 113246.208,   0.423,    533.412, 533.417,4718592,353894400, 117964800, 150,50,partition 1, 116.678589, 381.967621, 34.770466
3840, 113246.208,   0.423,    533.412, 533.417,4718592,353894400, 117964800, 150,50,partition 2, 116.666946, 381.169434, 35.570080
3840, 113246.208,   0.477,    533.746, 533.747,4718592,353894400, 117964800, 150,50,partition 1, 116.782433, 381.593353, 35.371742
3840, 113246.208,   0.477,    533.746, 533.747,4718592,353894400, 117964800, 150,50,partition 2, 116.771133, 381.565033, 35.408096
3840, 113246.208,   0.510,    533.606, 533.607,4718592,353894400, 117964800, 150,50,partition 1, 116.995773, 381.631500, 34.980190
3840, 113246.208,   0.510,    533.606, 533.607,4718592,353894400, 117964800, 150,50,partition 2, 116.987328, 381.143402, 35.473312
3840, 113246.208,   0.440,    534.870, 534.872,4718592,353894400, 117964800, 150,50,partition 1, 118.055901, 381.994110, 34.821918
3840, 113246.208,   0.440,    534.870, 534.872,4718592,353894400, 117964800, 150,50,partition 2, 118.045532, 381.251526, 35.571617
3840, 113246.208,   0.448,    532.888, 534.667,4718592,353894400, 117964800, 150,50,partition 1, 117.753220, 381.223114, 32.133217
3840, 113246.208,   0.448,    532.888, 534.667,4718592,353894400, 117964800, 150,50,partition 2, 117.763138, 382.305664, 34.597824
4608, 195689.447,   0.527,    872.870, 874.990,4718592,509607936, 169869312, 216,72,partition 1, 167.952255, 658.708984, 48.328449
4608, 195689.447,   0.527,    872.870, 874.990,4718592,509607936, 169869312, 216,72,partition 2, 165.629562, 658.193787, 46.926910
4608, 195689.447,   0.474,    875.647, 876.001,4718592,509607936, 169869312, 216,72,partition 1, 169.357895, 657.655945, 48.987137
4608, 195689.447,   0.474,    875.647, 876.001,4718592,509607936, 169869312, 216,72,partition 2, 167.012741, 658.218994, 50.061279
4608, 195689.447,   0.430,    869.965, 873.843,4718592,509607936, 169869312, 216,72,partition 1, 166.102264, 656.962341, 43.022591
4608, 195689.447,   0.430,    869.965, 873.843,4718592,509607936, 169869312, 216,72,partition 2, 168.432220, 660.517761, 44.893185
4608, 195689.447,   0.446,    874.384, 874.738,4718592,509607936, 169869312, 216,72,partition 1, 166.205307, 657.754211, 50.070240
4608, 195689.447,   0.446,    874.384, 874.738,4718592,509607936, 169869312, 216,72,partition 2, 168.531708, 657.484802, 48.721279
4608, 195689.447,   0.410,    871.211, 875.089,4718592,509607936, 169869312, 216,72,partition 1, 169.068314, 660.931396, 45.089153
4608, 195689.447,   0.410,    871.211, 875.089,4718592,509607936, 169869312, 216,72,partition 2, 166.727463, 657.584900, 43.020447
