size,dsetmatrix,cudaMemcpy,chunktime,chunk_nosync,chunktimestream,chunkstreams_ nosync,chunkno,chunksize,streams,totchunks,Single Stream Chunking nosync,Stream Chunking,Stream Chunking nosync,Stream Chunk size
4032,20.961182,20.694092,20.734131,20.729979999999998,21.400879,20.937988,8,4064256,4,32,1.0017342147700898,1.0341540474450388,1.0117857792455933,4064256.0
4032,20.987060999999997,20.696776999999997,20.759033,20.761963,21.395996,20.952881,8,4064256,4,32,1.0031495725155664,1.0337839558304176,1.0123741005664797,4064256.0
4032,20.956787,20.705078,20.764648,20.723876999999998,21.396973000000003,20.888184,8,4064256,4,32,1.0009079415204327,1.0334166816468888,1.0088435310410324,4064256.0
4032,21.176270000000002,20.694092,20.744873000000002,20.76709,21.411133,20.99707,8,4064256,4,32,1.0035274802102938,1.0346495511859133,1.0146407969965534,4064256.0
4032,20.951904000000003,20.705078,20.731201000000002,20.729979999999998,21.374023,20.780029000000003,8,4064256,4,32,1.0012027001298907,1.032308257906587,1.003619933235702,4064256.0
4096,21.600098000000003,21.359863,21.406738,21.374023,22.113037,21.453857,8,4194304,4,32,1.000662925600225,1.0352611812163774,1.0044004963889515,4194304.0
4096,21.792969,21.354979999999998,21.384033,21.373047,22.110107,21.450928,8,4194304,4,32,1.0008460321667358,1.0353606980666805,1.0044930035055057,4194304.0
4096,21.615967,21.36084,21.37793,21.373047,22.120117,21.437012,8,4194304,4,32,1.0005714662906515,1.0355452781819443,1.0035659646343495,4194304.0
4096,21.614746,21.362060999999997,21.393066,21.373047,22.129883,21.458008,8,4194304,4,32,1.00051427622082,1.0359432547262177,1.0044914673729282,4194304.0
4096,21.795166000000002,21.384033,21.379883,21.374023,22.119141,21.448975,8,4194304,4,32,0.9995318937265015,1.0343764901597374,1.0030369388225318,4194304.0
128,0.059082,0.050049,0.066162,0.037842,0.114014,0.069824,1,16384,8,8,0.7560990229575016,2.2780475134368317,1.395112789466323,16384.0
128,0.052979,0.039062,0.044922000000000004,0.037842,0.11914100000000001,0.073975,1,16384,8,8,0.968767600225283,3.0500486406226,1.8937842404382776,16384.0
128,0.06518600000000001,0.037108999999999996,0.042969,0.036133,0.10888699999999998,0.07104500000000001,1,16384,8,8,0.9736991026435636,2.934247756608909,1.914495135950848,16384.0
128,0.052002,0.038086,0.044189,0.035889,0.10888699999999998,0.070801,1,16384,8,8,0.9423147613296223,2.858977051935094,1.8589770519350943,16384.0
128,0.066162,0.039062,0.044922000000000004,0.037108999999999996,0.11084000000000001,0.070801,1,16384,8,8,0.9500025600327683,2.8375403205161027,1.8125288003686448,16384.0
192,0.06225599999999999,0.055175999999999996,0.060059,0.054932,0.1521,0.078125,1,36864,8,8,0.9955777874438163,2.756633318834276,1.4159235899666522,36864.0
192,0.081055,0.057861,0.058105,0.055908000000000006,0.141846,0.07910199999999999,1,36864,8,8,0.9662466946648002,2.451495826204179,1.3671039214669638,36864.0
192,0.076172,0.055908000000000006,0.056885000000000005,0.055175999999999996,0.13403299999999999,0.07788099999999999,1,36864,8,8,0.9869070616012018,2.3973849896258135,1.393020676826214,36864.0
192,0.075928,0.061035,0.057861,0.057129,0.14502,0.079346,1,36864,8,8,0.9360039321700664,2.3760137625952322,1.3000081920209716,36864.0
192,0.067871,0.056152,0.057373,0.054688,0.137939,0.076904,1,36864,8,8,0.9739279099586836,2.456528707793133,1.3695683145747257,36864.0
256,0.09887699999999999,0.09301799999999999,0.09375,0.09301799999999999,0.191895,0.11499000000000001,1,65536,8,8,1.0,2.062987808811198,1.2362123459975491,65536.0
256,0.10693399999999999,0.09399400000000001,0.094971,0.09301799999999999,0.19409200000000001,0.116211,1,65536,8,8,0.9896163584909673,2.064940315339277,1.2363661510309167,65536.0
256,0.112061,0.09301799999999999,0.09399400000000001,0.091797,0.170166,0.11499000000000001,1,65536,8,8,0.9868735083532221,1.8293878604141138,1.2362123459975491,65536.0
256,0.105957,0.09301799999999999,0.09472699999999999,0.09301799999999999,0.198242,0.115967,1,65536,8,8,1.0,2.1312219140381434,1.2467156894364533,65536.0
256,0.11303699999999998,0.101074,0.094971,0.09375,0.200928,0.115967,1,65536,8,8,0.9275382393098126,1.9879296357124483,1.1473474879791044,65536.0
320,0.14819300000000002,0.140869,0.14209000000000002,0.138916,0.22192399999999998,0.161865,1,102400,8,8,0.9861360554841734,1.5753927407733426,1.1490462770375314,102400.0
320,0.1521,0.14013699999999998,0.14209000000000002,0.140869,0.221191,0.16308599999999998,1,102400,8,8,1.0052234598999552,1.5783911458073172,1.1637611765629348,102400.0
320,0.152832,0.140869,0.14209000000000002,0.13989300000000002,0.218994,0.16284200000000001,1,102400,8,8,0.9930715771390443,1.554593274602645,1.1559817986924024,102400.0
320,0.153076,0.14502,0.14209000000000002,0.14013699999999998,0.229248,0.161865,1,102400,8,8,0.9663287822369326,1.580802647910633,1.1161563922217625,102400.0
320,0.159912,0.140869,0.141846,0.14013699999999998,0.22314499999999998,0.16284200000000001,1,102400,8,8,0.994803682854283,1.5840603681434524,1.1559817986924024,102400.0
384,0.21704099999999998,0.198242,0.200195,0.197998,0.262207,0.21923800000000002,1,147456,8,8,0.9987691811018856,1.3226611918765954,1.1059109573147972,147456.0
384,0.21875,0.197998,0.199219,0.198975,0.28686500000000004,0.22021500000000002,1,147456,8,8,1.0049343932766999,1.4488277659370299,1.1122082041232741,147456.0
384,0.216797,0.197998,0.198975,0.197998,0.281006,0.218994,1,147456,8,8,1.0,1.4192365579450297,1.1060414751664158,147456.0
384,0.216797,0.198242,0.199951,0.197021,0.274902,0.22094699999999998,1,147456,8,8,0.9938408611696815,1.38669908495677,1.1145317339413443,147456.0
384,0.218018,0.19775399999999999,0.19873,0.197998,0.27563499999999996,0.221191,1,147456,8,8,1.0012338562051843,1.393827684901443,1.1185159339381252,147456.0
448,0.280029,0.265869,0.265869,0.264893,0.35498,0.287842,1,200704,8,8,0.9963290191786179,1.3351688237440242,1.0826459647420346,200704.0
448,0.29980500000000004,0.265137,0.266113,0.265137,0.358887,0.289062,1,200704,8,8,1.0,1.3535907851412665,1.0902363683680512,200704.0
448,0.280273,0.265625,0.26709,0.265137,0.35083000000000003,0.287109,1,200704,8,8,0.9981628235294118,1.3207717647058825,1.0808809411764706,200704.0
448,0.30004899999999995,0.265869,0.26806599999999997,0.266113,0.348145,0.28686500000000004,1,200704,8,8,1.0009177452053453,1.3094606742418258,1.0789712226698112,200704.0
448,0.290771,0.265869,0.26709,0.265869,0.359131,0.288086,1,200704,8,8,1.0,1.350781775987422,1.08356370994738,200704.0
512,0.37304699999999996,0.35180700000000004,0.353271,0.350098,0.410156,0.367188,1,262144,8,8,0.9951422228665149,1.165855142166017,1.043719994201366,262144.0
512,0.358154,0.349854,0.351074,0.349121,0.426025,0.368164,1,262144,8,8,0.9979048403048129,1.2177222498527958,1.0523361173518095,262144.0
512,0.37182600000000005,0.349854,0.361084,0.349854,0.420166,0.369141,1,262144,8,8,1.0,1.2009752639672548,1.055128710833662,262144.0
512,0.357666,0.35083000000000003,0.351074,0.350098,0.41918900000000003,0.369141,1,262144,8,8,0.997913519368355,1.1948493572385486,1.052193370008266,262144.0
512,0.363037,0.35180700000000004,0.352783,0.35131799999999996,0.41088900000000006,0.368164,1,262144,8,8,0.9986100333421448,1.1679386709189983,1.04649424258187,262144.0
576,0.460938,0.43994099999999997,0.442871,0.43896499999999994,0.539795,0.454834,1,331776,8,8,0.9977815207039125,1.2269713438847483,1.0338522665539245,331776.0
576,0.46020500000000003,0.439697,0.448975,0.44018599999999997,0.53418,0.45605500000000004,1,331776,8,8,1.001112129489171,1.2148820665139857,1.0372028919915306,331776.0
576,0.45214799999999994,0.43994099999999997,0.441162,0.43994099999999997,0.536133,0.45605500000000004,1,331776,8,8,1.0,1.218647500460289,1.0366276387060993,331776.0
576,0.462158,0.43505900000000003,0.44018599999999997,0.433105,0.5351560000000001,0.45605500000000004,1,331776,8,8,0.9955086551479224,1.230076840152715,1.0482601210410543,331776.0
576,0.45605500000000004,0.44018599999999997,0.441162,0.437988,0.538086,0.45605500000000004,1,331776,8,8,0.9950066562771193,1.2224059829253997,1.0360506694897158,331776.0
640,0.565918,0.540039,0.555908,0.545166,0.604248,0.554932,1,409600,8,8,1.0094937587840878,1.1188969685522712,1.027577637911336,409600.0
640,0.564941,0.538086,0.563232,0.544189,0.6149899999999999,0.555908,1,409600,8,8,1.0113420531290538,1.1429213917477874,1.033121099601179,409600.0
640,0.571045,0.540039,0.547852,0.538818,0.6130369999999999,0.5568850000000001,1,409600,8,8,0.9977390521795647,1.1351717190795478,1.0311940433931623,409600.0
640,0.569824,0.539062,0.555176,0.538086,0.605957,0.554932,1,409600,8,8,0.9981894475960092,1.1240951875665506,1.029440027306692,409600.0
640,0.569092,0.538086,0.548096,0.537842,0.6137699999999999,0.563232,1,409600,8,8,0.9995465408875163,1.1406540961853682,1.0467323067316376,409600.0
704,0.6757810000000001,0.644043,0.653076,0.6621090000000001,0.75415,0.664795,1,495616,8,8,1.0280509220657628,1.1709621873073692,1.0322214510521812,495616.0
704,0.6831050000000001,0.648926,0.6601560000000001,0.653076,0.755127,0.665039,1,495616,8,8,1.0063951821933472,1.1636565648471475,1.0248302579955189,495616.0
704,0.676025,0.647217,0.6525880000000001,0.654053,0.7600100000000001,0.665039,1,495616,8,8,1.010562145308297,1.1742738525100547,1.0275363595208409,495616.0
704,0.685303,0.648926,0.6679689999999999,0.663086,0.743896,0.6782229999999999,1,495616,8,8,1.0218206698452519,1.1463495067234168,1.0451469042695158,495616.0
704,0.6831050000000001,0.648926,0.656982,0.655029,0.756104,0.6660159999999999,1,495616,8,8,1.0094047703436138,1.1651621294261596,1.0263358225745307,495616.0
768,0.960938,0.769043,0.7719729999999999,0.773926,0.8308110000000001,0.7871090000000001,1,589824,8,8,1.0063494499007208,1.080318005625173,1.0234915342835187,589824.0
768,1.040039,0.7692869999999999,0.7797850000000001,0.775146,0.8303219999999999,0.791992,1,589824,8,8,1.0076161432599278,1.0793397002679104,1.0295143425015632,589824.0
768,1.040039,0.769043,0.778809,0.7797850000000001,0.829834,0.790039,1,589824,8,8,1.0139680095911412,1.0790475955180658,1.0273014642874325,589824.0
768,1.0200200000000001,0.768799,0.7810060000000001,0.775146,0.8300780000000001,0.7858890000000001,1,589824,8,8,1.0082557339434624,1.079707439785952,1.022229477405668,589824.0
768,1.0271,0.769043,0.778076,0.78125,0.829834,0.790771,1,589824,8,8,1.015872974593098,1.0790475955180658,1.0282532966297073,589824.0
832,1.197998,0.89917,0.915283,0.8969729999999999,0.977051,0.9199219999999999,1,692224,8,8,0.9975566355639088,1.086614322097045,1.023079061801439,692224.0
832,1.1560059999999999,0.8999020000000001,0.917969,0.906006,0.9787600000000001,0.917236,1,692224,8,8,1.0067829608112882,1.0876295418834494,1.0192620974283866,692224.0
832,1.136963,0.8918459999999999,0.8969729999999999,0.8920899999999999,0.980957,0.916992,1,692224,8,8,1.0002735898350164,1.099917474541569,1.028195450784104,692224.0
832,1.201904,0.9001459999999999,0.916992,0.9047850000000001,0.976074,0.916992,1,692224,8,8,1.005153608414635,1.084350760876569,1.0187147418307698,692224.0
832,1.172852,0.9001459999999999,0.9150389999999999,0.9050290000000001,0.97998,0.9240719999999999,1,692224,8,8,1.0054246755526328,1.0886900569463176,1.0265801325562742,692224.0
896,1.291992,1.041016,1.057373,1.046143,1.10791,1.059082,1,802816,8,8,1.00492499634972,1.0642583783534547,1.0173542001275677,802816.0
896,1.291016,1.041016,1.0578610000000002,1.038086,1.081787,1.0581049999999999,1,802816,8,8,0.9971854419144376,1.0391646237906047,1.016415693899037,802816.0
896,1.345947,1.040039,1.050049,1.052002,1.0979,1.057129,1,802816,8,8,1.011502453273387,1.0556334906671772,1.0164320761048384,802816.0
896,1.345947,1.041016,1.051025,1.053223,1.1049799999999999,1.061035,1,802816,8,8,1.0117260445564717,1.061443820267892,1.0192302519845997,802816.0
896,1.318115,1.041016,1.044189,1.059082,1.107178,1.0581049999999999,1,802816,8,8,1.0173542001275677,1.0635552191320787,1.016415693899037,802816.0
960,1.4418950000000001,1.192871,1.203125,1.197998,1.283936,1.2260739999999999,1,921600,8,8,1.0042980339030791,1.076341029331755,1.0278345269522018,921600.0
960,1.474121,1.197021,1.196045,1.189941,1.258057,1.209961,1,921600,8,8,0.9940853167989534,1.0509899157993052,1.0108101695793141,921600.0
960,1.470215,1.1921389999999998,1.203125,1.209961,1.247803,1.206787,1,921600,8,8,1.0149495989981037,1.0466925417254198,1.012287157789486,921600.0
960,1.448975,1.189941,1.200928,1.209961,1.25708,1.208984,1,921600,8,8,1.0168243635608825,1.0564221251305737,1.0160033144500442,921600.0
960,1.514893,1.197754,1.1948239999999999,1.197266,1.26001,1.209229,1,921600,8,8,0.9995925707616088,1.0519772841501678,1.0095804313740553,921600.0
1024,1.676025,1.353027,1.362793,1.365967,1.436035,1.372803,1,1048576,8,8,1.009563741152246,1.0613498474162009,1.0146161163081002,1048576.0
1024,1.6020510000000001,1.354004,1.35791,1.366211,1.438721,1.374023,1,1048576,8,8,1.0090154829675542,1.062567761985932,1.014785037562666,1048576.0
1024,1.626221,1.354004,1.36499,1.3588870000000002,1.4301760000000001,1.386719,1,1048576,8,8,1.0036063408970728,1.056256850053619,1.024161671605106,1048576.0
1024,1.610107,1.353027,1.362061,1.364746,1.434814,1.370117,1,1048576,8,8,1.0086613201362575,1.0604474264002124,1.0126309378896357,1048576.0
1024,1.810059,1.3859860000000002,1.371826,1.354004,1.436035,1.37085,1,1048576,8,8,0.9769247308414369,1.036110754365484,0.989079254768807,1048576.0
1088,1.821045,1.5271,1.534912,1.529785,1.636963,1.572021,1,1183744,8,8,1.0017582345622422,1.0719422434680113,1.0294158863204768,1183744.0
1088,1.801025,1.533936,1.538086,1.524902,1.623047,1.566162,1,1183744,8,8,0.9941105756693891,1.058093036476098,1.021008699189536,1183744.0
1088,1.837891,1.526123,1.5317379999999998,1.516846,1.621094,1.559814,1,1183744,8,8,0.9939211977016269,1.0622302396333718,1.0220762022458216,1183744.0
1088,1.787842,1.526123,1.526123,1.5239260000000001,1.605957,1.5512700000000001,1,1183744,8,8,0.9985604043710764,1.0523116419842964,1.0164777019938762,1183744.0
1088,1.7771,1.519043,1.53125,1.521973,1.62085,1.553223,1,1183744,8,8,1.0019288459905349,1.0670204859243615,1.022501008858867,1183744.0
1152,2.011963,1.702148,1.716064,1.712158,1.804932,1.736084,1,1327104,8,8,1.0058808047243837,1.060384878400703,1.019937161750917,1327104.0
1152,1.966064,1.70166,1.7060549999999999,1.7141110000000002,1.8171389999999998,1.739746,1,1327104,8,8,1.0073169728382874,1.0678625577377383,1.0223816743650318,1327104.0
1152,1.979004,1.709229,1.712158,1.7070310000000002,1.8259279999999998,1.734131,1,1327104,8,8,0.9987140400730389,1.068275813246791,1.0145691419932612,1327104.0
1152,2.031982,1.7009279999999998,1.7138669999999998,1.7009279999999998,1.817871,1.7480470000000001,1,1327104,8,8,1.0,1.0687524692403207,1.0277019368250746,1327104.0
1152,1.9729,1.701904,1.7141110000000002,1.712158,1.812988,1.735107,1,1327104,8,8,1.0060250166871927,1.0652704265340465,1.0195093260254398,1327104.0
1216,2.145996,1.895996,1.906982,1.905762,2.009277,1.934082,1,1478656,8,8,1.0051508547486387,1.059747488918753,1.0200875951215087,1478656.0
1216,2.3271479999999998,1.8952639999999998,1.907959,1.907227,2.009766,1.935791,1,1478656,8,8,1.006312049403144,1.0604148023705404,1.0213833006905635,1478656.0
1216,2.226074,1.8950200000000001,1.913086,1.893066,2.010986,1.927002,1,1478656,8,8,0.998968876317928,1.0611951325051978,1.0168768667349157,1478656.0
1216,2.212158,1.895996,1.907227,1.902832,2.006104,1.9267580000000002,1,1478656,8,8,1.0036054928385925,1.0580739621813549,1.0162247177736663,1478656.0
1216,2.213867,1.893066,1.913818,1.906982,2.008789,1.929932,1,1478656,8,8,1.0073510379458508,1.0611299341914124,1.019474228579458,1478656.0
1280,2.403076,2.098877,2.103027,2.0959470000000002,2.215088,2.144043,1,1638400,8,8,0.9986040153853706,1.0553681802220902,1.021519126656779,1638400.0
1280,2.493652,2.0979,2.111084,2.102051,2.218994,2.1320799999999998,1,1638400,8,8,1.0019786453119786,1.0577215310548642,1.0162924829591495,1638400.0
1280,2.373291,2.098145,2.116699,2.111084,2.218018,2.1237790000000003,1,1638400,8,8,1.006166875978543,1.057132848301714,1.012217458755234,1638400.0
1280,2.361084,2.106934,2.103027,2.098877,2.211914,2.136719,1,1638400,8,8,0.9961759599493861,1.0498259556303142,1.0141366554434073,1638400.0
1280,2.526123,2.098145,2.110107,2.101807,2.204834,2.12793,1,1638400,8,8,1.0017453512507477,1.050849202509836,1.0141958730211686,1638400.0
1344,2.613037,2.318115,2.326172,2.3293459999999997,2.4228520000000002,2.3459470000000002,1,1806336,8,8,1.004844884744717,1.0451819689704782,1.0120063068484524,1806336.0
1344,2.597168,2.319092,2.32373,2.318115,2.417969,2.3427729999999998,1,1806336,8,8,0.9995787144278883,1.0426360834326538,1.0102113240871857,1806336.0
1344,2.568848,2.3120119999999997,2.3291020000000002,2.317139,2.4228520000000002,2.343994,1,1806336,8,8,1.0022175490438632,1.0479409276422442,1.0138329731852604,1806336.0
1344,2.628174,2.319092,2.318848,2.319824,2.434082,2.337891,1,1806336,8,8,1.000315640776649,1.0495840613481484,1.008106189836367,1806336.0
1344,2.598145,2.318115,2.320801,2.310059,2.431152,2.350098,1,1806336,8,8,0.9965247625764898,1.048762464329854,1.0137969859131233,1806336.0
1408,2.785889,2.542969,2.541016,2.540039,2.651855,2.570068,1,1982464,8,8,0.9988478034926892,1.0428184535478018,1.0106564413486756,1982464.0
1408,2.8210450000000002,2.542236,2.544922,2.5480959999999997,2.649902,2.567871,1,1982464,8,8,1.0023050574376258,1.042350906839491,1.010083642903334,1982464.0
1408,2.870117,2.541992,2.5480959999999997,2.534912,2.650146,2.5769040000000003,1,1982464,8,8,0.9972147827373178,1.0425469474333515,1.0137341108862656,1982464.0
1408,2.833984,2.5458979999999998,2.5629880000000003,2.561035,2.669189,2.582031,1,1982464,8,8,1.005945642755523,1.0484273132702095,1.014192634583161,1982464.0
1408,2.788086,2.543213,2.548828,2.53418,2.6521,2.5710450000000002,1,1982464,8,8,0.9964481936825582,1.0428147386789859,1.0109436370449507,1982464.0
1472,3.052979,2.769043,2.787109,2.775146,2.878906,2.8137209999999997,1,2166784,8,8,1.0022040105552712,1.0396754402152657,1.016134816252402,2166784.0
1472,3.03418,2.778076,2.7800290000000003,2.772217,2.888184,2.833252,1,2166784,8,8,0.9978909864236976,1.0396346248266786,1.0198612276985943,2166784.0
1472,3.041992,2.77124,2.775879,2.776123,2.87207,2.8039549999999998,1,2166784,8,8,1.0017620271069991,1.036384434404815,1.011805184682669,2166784.0
1472,3.083008,2.770996,2.7771,2.776123,2.873047,2.847168,1,2166784,8,8,1.0018502372432152,1.0368282740213268,1.0274890328242987,2166784.0
1472,3.092041,2.776123,2.778076,2.773193,2.871826,2.8269040000000003,1,2166784,8,8,0.9989445712599909,1.0344736166228945,1.018292056944163,2166784.0
1536,3.3317870000000003,3.023193,3.0300290000000003,3.020996,3.111816,3.0769040000000003,1,2359296,8,8,0.9992732849010962,1.0293143706008847,1.0177663152832122,2359296.0
1536,3.291992,3.0161130000000003,3.029297,3.020264,3.119873,3.093994,1,2359296,8,8,1.0013762746952783,1.0344018940934905,1.025821645276553,2359296.0
1536,3.26709,3.0161130000000003,3.036865,3.014893,3.1240229999999998,3.069092,1,2359296,8,8,0.9995955058712984,1.035777837236204,1.017565323315141,2359296.0
1536,3.291748,3.0168459999999997,3.020996,3.021973,3.118164,3.065918,1,2359296,8,8,1.0016994569825575,1.0335840808579557,1.016265994353043,2359296.0
1536,3.2810059999999996,3.021973,3.025146,3.034912,3.117188,3.049316,1,2359296,8,8,1.0042816398425796,1.0315075614507476,1.0090480623089617,2359296.0
1600,3.526123,3.270752,3.294189,3.273926,3.3630370000000003,3.323975,1,2560000,8,8,1.0009704190351332,1.0282152238995803,1.016272404633552,2560000.0
1600,3.5490720000000002,3.271973,3.2771,3.274902,3.3610839999999995,3.339111,1,2560000,8,8,1.0008951785360087,1.0272346379386381,1.0205191179756068,2560000.0
1600,3.5410160000000004,3.2771,3.281982,3.273926,3.356934,3.3420410000000005,1,2560000,8,8,0.9990314607427299,1.0243611729883129,1.0198166061456777,2560000.0
1600,3.588867,3.270996,3.2771,3.275146,3.376953,3.3217769999999995,1,2560000,8,8,1.0012687267119862,1.0323928858366076,1.0155246291955111,2560000.0
1600,3.614014,3.270752,3.28418,3.283936,3.3630370000000003,3.321045,1,2560000,8,8,1.0040308773028344,1.0282152238995803,1.0153765861795696,2560000.0
1664,3.7910160000000004,3.541748,3.5490720000000002,3.5351559999999997,3.670898,3.60791,1,2768896,8,8,0.9981387721543147,1.036465044943909,1.0186806062994882,2768896.0
1664,3.817139,3.544922,3.550049,3.544189,3.6757809999999997,3.6152339999999996,1,2768896,8,8,0.9997932253516437,1.036914493464172,1.0198345689975687,2768896.0
1664,3.804932,3.538818,3.542725,3.5432129999999997,3.6660160000000004,3.580811,1,2768896,8,8,1.0012419401054249,1.0359436399385333,1.011866391546556,2768896.0
1664,3.7990720000000002,3.543701,3.5429690000000003,3.535889,3.6599120000000003,3.6057129999999997,1,2768896,8,8,0.997795525073927,1.0327936809567173,1.0174992190368204,2768896.0
1664,3.7971190000000004,3.538086,3.547363,3.53418,3.662842,3.608887,1,2768896,8,8,0.9988960132681909,1.0352608726865318,1.0200111020478304,2768896.0
1728,4.078125,3.812988,3.831055,3.824951,3.936768,3.8889160000000005,1,2985984,8,8,1.0031374344739612,1.0324627300164595,1.0199129921206154,2985984.0
1728,4.088135,3.812012,3.822021,3.820068,3.935059,3.85791,1,2985984,8,8,1.0021133196852476,1.0322787546314125,1.0120403608383184,2985984.0
1728,4.071045,3.812988,3.823975,3.8259279999999998,3.9240720000000002,3.880127,1,2985984,8,8,1.0033936639716674,1.0291330578538407,1.0176079756873087,2985984.0
1728,4.157227,3.813965,3.820068,3.812012,3.9240720000000002,3.860107,1,2985984,8,8,0.9994879344723929,1.0288694311562903,1.0120981708012529,2985984.0
1728,4.1521,3.818115,3.823975,3.818115,3.932129,3.839111,1,2985984,8,8,1.0,1.0298613320971213,1.0054990486143032,2985984.0
1792,4.408936,4.101074,4.112061,4.108154,4.203857,4.164062,1,3211264,8,8,1.0017263770417213,1.0250624592484798,1.0153589035457542,3211264.0
1792,4.377197,4.105957,4.113037,4.102051,4.270996,4.207031,1,3211264,8,8,0.9990486992435625,1.040195014219584,1.024616429251451,3211264.0
1792,4.353027,4.10498,4.109131,4.125977,4.281006,4.187744,1,3211264,8,8,1.0051150066504586,1.0428810859005402,1.0201618521892921,3211264.0
1792,4.429932,4.105957,4.109131,4.108887,4.272949,4.186279,1,3211264,8,8,1.0007135973416186,1.0406706645978026,1.019562309103578,3211264.0
1792,4.3840330000000005,4.118896,4.128906,4.111084,4.28418,4.177002,1,3211264,8,8,0.9981033752733741,1.0401282285350248,1.0141071782341675,3211264.0
1856,4.72998,4.403076,4.414062,4.428223,4.552002,4.484863,1,3444736,8,8,1.0057112346005384,1.0338231727092604,1.0185749689535224,3444736.0
1856,4.765869,4.416992,4.412109,4.420166,4.554932,4.48999,1,3444736,8,8,1.0007185885779282,1.031229397743985,1.0165266316986765,3444736.0
1856,4.658936,4.4021,4.414062,4.418945,4.560791,4.483154,1,3444736,8,8,1.0038265827673156,1.0360489311919312,1.0184125758160878,3444736.0
1856,4.676758,4.402832,4.412109,4.405029,4.547852,4.48877,1,3444736,8,8,1.0004989970091978,1.032937890884776,1.0195188006265057,3444736.0
1856,4.678955,4.403076,4.412109,4.432129,4.554932,4.478027,1,3444736,8,8,1.0065983417047535,1.034488616594399,1.0170224179641685,3444736.0
1920,4.991943,4.711182,4.7329099999999995,4.715088,4.894043,4.787109,1,3686400,8,8,1.0008290912981073,1.0388142508610365,1.0161163376834095,3686400.0
1920,5.151123,4.709961,4.712646,4.72876,4.891846,4.795898,1,3686400,8,8,1.0039913281659871,1.0386170925831446,1.0182457986382478,3686400.0
1920,5.023926,4.710205,4.709961,4.707764,4.895264,4.799805,1,3686400,8,8,0.9994817635325851,1.039288948145569,1.0190225266203912,3686400.0
1920,4.9829099999999995,4.724121,4.719238,4.714111,4.894775,4.795898,1,3686400,8,8,0.9978810872964515,1.0361239688822534,1.0151937259862733,3686400.0
1920,4.963135,4.710693,4.778076,4.719971,4.900146,4.791016,1,3686400,8,8,1.001969561591044,1.0402176495050728,1.0170512066908202,3686400.0
1984,5.281982,5.040039,5.036133,5.047119,5.181885,5.116943,1,3936256,8,8,1.0014047510346646,1.0281438298394119,1.0152586120861367,3936256.0
1984,5.283203,5.041016,5.044922,5.032959,5.182861,5.106934,1,3936256,8,8,0.9984017110836387,1.028138176907195,1.0130763322314391,3936256.0
1984,5.28125,5.041016,5.031982,5.043945,5.183105,5.101807,1,3936256,8,8,1.0005810336646421,1.0281865798481895,1.012059275352429,3936256.0
1984,5.282227,5.028076,5.112793,5.026123,5.187012,5.106201,1,3936256,8,8,0.9996115810500875,1.0316097051834539,1.0155377524126525,3936256.0
1984,5.291016,5.028076,5.049805,5.032959,5.179688,5.120117,1,3936256,8,8,1.0009711468163964,1.0301530844004743,1.0183054114536056,3936256.0
2048,5.619873,5.368896,5.360107,5.368164,5.535889,5.434814,1,4194304,8,8,0.9998636591209813,1.0311037874453146,1.0122777569168782,4194304.0
2048,5.616943,5.358398,5.37207,5.378174,5.556885,5.440918,1,4194304,8,8,1.0036906553040665,1.0370422279196132,1.0154001251866696,4194304.0
2048,5.673096,5.364014,5.365723,5.381104,5.541748,5.442871,1,4194304,8,8,1.0031860468671407,1.0331345145631612,1.0147011174840335,4194304.0
2048,5.693115,5.356201,5.36499,5.374023,5.536133,5.441162,1,4194304,8,8,1.003327358327292,1.0335932128013867,1.0158621754486061,4194304.0
2048,5.696045,5.355957,5.37207,5.356689,5.530273,5.440918,1,4194304,8,8,1.0001366702533274,1.0325461910915268,1.015862898077785,4194304.0
2112,6.039795,5.694824,5.714844,5.701172,5.841064,5.768066,1,4460544,8,8,1.001114696433112,1.025679459101809,1.0128611525132296,4460544.0
2112,5.948975,5.695068,5.717041,5.692871,5.857178,5.773193,1,4460544,8,8,0.9996142276088714,1.0284649805761759,1.013718010039564,4460544.0
2112,5.948975,5.708984,5.704102,5.715088,5.8452150000000005,5.773193,1,4460544,8,8,1.0010691919963342,1.0238625646875172,1.0112470099758555,4460544.0
2112,6.040039,5.695068,5.704102,5.715088,5.845947,5.784912,1,4460544,8,8,1.0035153223806985,1.02649292335052,1.0157757554431308,4460544.0
2112,5.950928,5.6940919999999995,5.718994,5.701172,5.8527830000000005,5.778076,1,4460544,8,8,1.0012433940301633,1.027869412717603,1.0147493226312467,4460544.0
2176,6.307129,6.082031,6.054199,6.046143,6.211182,6.138916,1,4734976,8,8,0.9940993395133961,1.0212348473725308,1.0093529612065444,4734976.0
2176,6.38623,6.043945,6.067139,6.0559080000000005,6.223145,6.130127,1,4734976,8,8,1.0019793363440601,1.0296495087231932,1.014259229691865,4734976.0
2176,6.330078,6.043945,6.053955,6.0639650000000005,6.205078,6.123047,1,4734976,8,8,1.0033124060526692,1.0266602359882495,1.0130878093695426,4734976.0
2176,6.300049,6.0610349999999995,6.052979,6.048828,6.210938,6.125977,1,4734976,8,8,0.9979859875417318,1.0247322445753901,1.0107146716691127,4734976.0
2176,6.351074,6.045166,6.056152,6.071045,6.21875,6.122803,1,4734976,8,8,1.0042809411685303,1.0287145133814357,1.012842823505591,4734976.0
