size, dsetmatrix,cudaMemcpy, chunktime, chunk_nosync, chunktimestream, chunkstreams_ nosync, chunkno,chunksize
128, 0.053955, 0.046875, 0.091064, 0.047852, 0.237793, 0.161865,  6, 5456
128, 0.056885, 0.041016, 0.062012, 0.048096, 0.252930, 0.160889,  6, 5456
128, 0.057129, 0.037109, 0.062988, 0.064941, 0.236084, 0.174072,  6, 5456
128, 0.057129, 0.041016, 0.069092, 0.048096, 0.232178, 0.165039,  6, 5456
128, 0.062012, 0.049805, 0.062744, 0.046875, 0.250977, 0.162842,  6, 5456
192, 0.081787, 0.062012, 0.081055, 0.072998, 0.248047, 0.166016,  6, 12288
192, 0.089844, 0.071289, 0.081055, 0.074707, 0.251953, 0.166016,  6, 12288
192, 0.091064, 0.069824, 0.081055, 0.074951, 0.246826, 0.172852,  6, 12288
192, 0.083008, 0.070068, 0.081055, 0.073730, 0.254150, 0.163086,  6, 12288
192, 0.091064, 0.064209, 0.082031, 0.075195, 0.247803, 0.166992,  6, 12288
256, 0.126221, 0.104004, 0.118896, 0.110840, 0.251953, 0.170898,  6, 21840
256, 0.119873, 0.101074, 0.118164, 0.110352, 0.243896, 0.172363,  6, 21840
256, 0.131836, 0.107178, 0.118164, 0.110107, 0.250977, 0.171143,  6, 21840
256, 0.154053, 0.104736, 0.130859, 0.112793, 0.275635, 0.189941,  6, 21840
256, 0.130127, 0.102051, 0.122070, 0.113037, 0.274170, 0.189209,  6, 21840
320, 0.172119, 0.147949, 0.169189, 0.160889, 0.322021, 0.221924,  6, 34128
320, 0.172119, 0.146973, 0.167725, 0.160889, 0.372314, 0.221924,  6, 34128
320, 0.164062, 0.148926, 0.168945, 0.162109, 0.277100, 0.220703,  6, 34128
320, 0.171875, 0.148926, 0.176025, 0.162109, 0.267822, 0.225830,  6, 34128
320, 0.166016, 0.148193, 0.171387, 0.162109, 0.375000, 0.223389,  6, 34128
384, 0.240967, 0.204834, 0.240967, 0.218994, 0.513916, 0.279053,  6, 49152
384, 0.222900, 0.206055, 0.235107, 0.220947, 0.522949, 0.280273,  6, 49152
384, 0.236084, 0.206787, 0.223877, 0.220215, 0.495361, 0.276123,  6, 49152
384, 0.229980, 0.206787, 0.236084, 0.219971, 0.522949, 0.278809,  6, 49152
384, 0.242188, 0.205078, 0.226074, 0.217773, 0.532227, 0.276123,  6, 49152
448, 0.456055, 0.275146, 0.291016, 0.285889, 0.565918, 0.344238,  6, 66896
448, 0.272949, 0.267090, 0.286133, 0.281006, 0.577881, 0.337891,  6, 66896
448, 0.272217, 0.265869, 0.283936, 0.278076, 0.577148, 0.340088,  6, 66896
448, 0.278076, 0.266113, 0.290039, 0.278809, 0.552979, 0.337158,  6, 66896
448, 0.287109, 0.266846, 0.287109, 0.281006, 0.532715, 0.338135,  6, 66896
512, 0.355957, 0.346191, 0.378906, 0.360107, 0.619873, 0.416992,  6, 87376
512, 0.361084, 0.348877, 0.370117, 0.364014, 0.625732, 0.416992,  6, 87376
512, 0.353271, 0.345215, 0.364990, 0.364990, 0.601074, 0.416016,  6, 87376
512, 0.358643, 0.344971, 0.364990, 0.357178, 0.625000, 0.419189,  6, 87376
512, 0.351074, 0.348877, 0.372314, 0.360107, 0.630127, 0.416992,  6, 87376
576, 0.466064, 0.439697, 0.455811, 0.451904, 0.678955, 0.507080,  6, 110592
576, 0.466064, 0.438965, 0.455811, 0.454834, 0.677979, 0.510010,  6, 110592
576, 0.444092, 0.434082, 0.458008, 0.447021, 0.676025, 0.504883,  6, 110592
576, 0.453125, 0.434082, 0.452881, 0.451172, 0.679932, 0.505859,  6, 110592
576, 0.441895, 0.440186, 0.458008, 0.452148, 0.674805, 0.507812,  6, 110592
640, 0.570801, 0.532959, 0.553955, 0.545898, 0.688232, 0.604980,  6, 136528
640, 0.567871, 0.541016, 0.562012, 0.548340, 0.711914, 0.606201,  6, 136528
640, 0.561035, 0.532227, 0.554932, 0.550049, 0.746094, 0.606934,  6, 136528
640, 0.550049, 0.533203, 0.560791, 0.547119, 0.697998, 0.605225,  6, 136528
