size, dsetmatrix,cudaMemcpy, chunktime, chunk_nosync, chunktimestream, chunkstreams_ nosync, chunkno,chunksize
128, 0.051025, 0.045898, 0.121094, 0.072021, 0.236084, 0.136230,  12, 10920
128, 0.046143, 0.035156, 0.098877, 0.071777, 0.198975, 0.135742,  12, 10920
128, 0.047119, 0.036133, 0.093018, 0.070801, 0.213135, 0.135986,  12, 10920
128, 0.044922, 0.041748, 0.093018, 0.070068, 0.208008, 0.139893,  12, 10920
128, 0.061035, 0.036133, 0.094971, 0.071045, 0.220947, 0.136230,  12, 10920
192, 0.079834, 0.062744, 0.096191, 0.089111, 0.221924, 0.138184,  12, 24576
192, 0.081055, 0.063232, 0.095947, 0.089111, 0.207275, 0.145996,  12, 24576
192, 0.082031, 0.062744, 0.095947, 0.089111, 0.212891, 0.138916,  12, 24576
192, 0.088135, 0.062012, 0.095947, 0.089111, 0.216064, 0.137207,  12, 24576
192, 0.088867, 0.062988, 0.095703, 0.088867, 0.212891, 0.138916,  12, 24576
256, 0.125000, 0.100098, 0.133057, 0.126709, 0.221924, 0.164062,  12, 43688
256, 0.124023, 0.100830, 0.132080, 0.125000, 0.265869, 0.164795,  12, 43688
256, 0.125000, 0.099854, 0.130127, 0.126221, 0.250000, 0.165039,  12, 43688
256, 0.117920, 0.101807, 0.129150, 0.124023, 0.212891, 0.164062,  12, 43688
256, 0.126221, 0.100098, 0.130127, 0.126221, 0.230957, 0.164795,  12, 43688
320, 0.158936, 0.147949, 0.177734, 0.175049, 0.324951, 0.210938,  12, 68264
320, 0.173096, 0.145752, 0.179932, 0.173096, 0.375977, 0.210938,  12, 68264
320, 0.174805, 0.147217, 0.178223, 0.175049, 0.375977, 0.210938,  12, 68264
320, 0.162109, 0.142090, 0.169922, 0.167969, 0.348145, 0.199951,  12, 68264
320, 0.166992, 0.141357, 0.173096, 0.167236, 0.343994, 0.200928,  12, 68264
384, 0.219727, 0.200928, 0.234131, 0.228760, 0.380859, 0.259766,  12, 98304
384, 0.213867, 0.200928, 0.232910, 0.250000, 0.379883, 0.260254,  12, 98304
384, 0.224854, 0.199951, 0.232910, 0.228271, 0.395020, 0.260986,  12, 98304
384, 0.213135, 0.199951, 0.230225, 0.228271, 0.395020, 0.260986,  12, 98304
384, 0.212402, 0.199219, 0.229004, 0.227051, 0.364014, 0.260986,  12, 98304
448, 0.276123, 0.270020, 0.300049, 0.295898, 0.403809, 0.326904,  12, 133800
448, 0.280029, 0.270996, 0.297607, 0.295898, 0.429199, 0.328857,  12, 133800
448, 0.290039, 0.269775, 0.296875, 0.296143, 0.425293, 0.329102,  12, 133800
448, 0.291016, 0.270020, 0.296875, 0.295898, 0.423828, 0.328857,  12, 133800
448, 0.291016, 0.269043, 0.296143, 0.294189, 0.433105, 0.329834,  12, 133800
512, 0.368896, 0.354980, 0.381104, 0.375977, 0.616211, 0.408936,  12, 174760
512, 0.371094, 0.355957, 0.382812, 0.375000, 0.622070, 0.407959,  12, 174760
512, 0.363037, 0.356934, 0.376953, 0.375000, 0.604736, 0.406982,  12, 174760
512, 0.362061, 0.354980, 0.375977, 0.374023, 0.615967, 0.408691,  12, 174760
512, 0.365234, 0.355957, 0.377197, 0.375977, 0.616211, 0.408936,  12, 174760
576, 0.458008, 0.437988, 0.472900, 0.464111, 0.673096, 0.499023,  12, 221184
576, 0.455078, 0.445068, 0.474854, 0.464844, 0.666992, 0.499023,  12, 221184
576, 0.465088, 0.447021, 0.468018, 0.463867, 0.668945, 0.499023,  12, 221184
576, 0.462891, 0.446289, 0.475342, 0.465088, 0.640869, 0.500000,  12, 221184
576, 0.461914, 0.440186, 0.468994, 0.466309, 0.646973, 0.498047,  12, 221184
640, 0.569824, 0.546875, 0.575195, 0.565186, 0.701172, 0.599121,  12, 273064
640, 0.572754, 0.548096, 0.577881, 0.564941, 0.684082, 0.598145,  12, 273064
640, 0.573975, 0.539062, 0.574219, 0.572021, 0.704102, 0.600830,  12, 273064
640, 0.575928, 0.546875, 0.593750, 0.566162, 0.678955, 0.597900,  12, 273064
640, 0.572754, 0.545898, 0.583252, 0.572021, 0.697998, 0.599854,  12, 273064
704, 0.681885, 0.658936, 0.696045, 0.678223, 0.925049, 0.709961,  12, 330408
704, 0.686279, 0.657959, 0.697021, 0.677979, 0.912842, 0.709961,  12, 330408
704, 0.670898, 0.656738, 0.695068, 0.677002, 0.920166, 0.710938,  12, 330408
704, 0.686035, 0.657959, 0.689209, 0.683105, 0.867676, 0.709961,  12, 330408
704, 0.685059, 0.659180, 0.689209, 0.682861, 0.891113, 0.709961,  12, 330408
768, 0.981689, 0.781006, 0.824951, 0.811035, 1.000977, 0.845215,  12, 393216
768, 1.045898, 0.774170, 0.815918, 0.812012, 1.002930, 0.840820,  12, 393216
768, 0.978760, 0.772949, 0.817139, 0.808838, 1.010010, 0.840088,  12, 393216
768, 1.163818, 0.782959, 0.833984, 0.807129, 1.000244, 0.839111,  12, 393216
768, 1.029053, 0.780762, 0.817871, 0.810791, 0.977051, 0.840088,  12, 393216
832, 1.210938, 0.920166, 0.937012, 0.937744, 1.032959, 0.969727,  12, 461480
832, 1.258057, 0.913818, 0.944092, 0.937744, 1.033203, 0.963867,  12, 461480
832, 1.161133, 0.905029, 0.944824, 0.931885, 1.065186, 0.965332,  12, 461480
832, 1.170166, 0.914062, 0.951904, 0.938965, 1.066162, 0.966064,  12, 461480
832, 1.162842, 0.906982, 0.945068, 0.937988, 1.066162, 0.971924,  12, 461480
896, 1.333008, 1.055176, 1.087158, 1.075195, 1.281982, 1.114990,  12, 535208
896, 1.309814, 1.056885, 1.088135, 1.083740, 1.281006, 1.114990,  12, 535208
896, 1.324951, 1.055908, 1.088135, 1.083740, 1.281982, 1.114990,  12, 535208
896, 1.312988, 1.056885, 1.087158, 1.075195, 1.281982, 1.114014,  12, 535208
896, 1.320068, 1.055908, 1.093262, 1.075928, 1.284912, 1.107910,  12, 535208
960, 1.687012, 1.210938, 1.239990, 1.233887, 1.360107, 1.273926,  12, 614400
960, 1.483887, 1.209961, 1.240967, 1.235107, 1.356689, 1.267090,  12, 614400
960, 1.464844, 1.211182, 1.240967, 1.238037, 1.360840, 1.270020,  12, 614400
960, 1.462158, 1.210938, 1.244141, 1.230957, 1.360107, 1.273193,  12, 614400
960, 1.457764, 1.211182, 1.247803, 1.235107, 1.359131, 1.270020,  12, 614400
1024, 1.854248, 1.375732, 1.405029, 1.395020, 1.602051, 1.438965,  12, 699048
1024, 1.633301, 1.375000, 1.408203, 1.403076, 1.605957, 1.438965,  12, 699048
1024, 1.620117, 1.375732, 1.412842, 1.400879, 1.598145, 1.440186,  12, 699048
1024, 1.623047, 1.374023, 1.414062, 1.395752, 1.588867, 1.436035,  12, 699048
1024, 1.640869, 1.373047, 1.406982, 1.402100, 1.584229, 1.437012,  12, 699048
1088, 1.821045, 1.548828, 1.583984, 1.577148, 1.681885, 1.625000,  12, 789160
1088, 1.812012, 1.549072, 1.581787, 1.569092, 1.701904, 1.614014,  12, 789160
1088, 1.858887, 1.561768, 1.582275, 1.576904, 1.703857, 1.612061,  12, 789160
1088, 1.813965, 1.549805, 1.584229, 1.575195, 1.691895, 1.608154,  12, 789160
1088, 1.815186, 1.548828, 1.580078, 1.570801, 1.695801, 1.604004,  12, 789160
1152, 1.981934, 1.735107, 1.773926, 1.768066, 1.945068, 1.793213,  12, 884736
1152, 1.985107, 1.734131, 1.765869, 1.762939, 1.920898, 1.812012,  12, 884736
1152, 1.999756, 1.731934, 1.766113, 1.767822, 1.944824, 1.797852,  12, 884736
1152, 2.000732, 1.734863, 1.765869, 1.761963, 1.918945, 1.813721,  12, 884736
