size, dsetmatrix,cudaMemcpy, chunktime, chunk_nosync, chunktimestream, chunkstreams_ nosync, chunkno,chunksize
128, 0.057861, 0.047852, 0.114258, 0.062012, 0.353027, 0.224854,  8, 4096
128, 0.067871, 0.044922, 0.086914, 0.062012, 0.334961, 0.227051,  8, 4096
128, 0.052002, 0.043945, 0.086182, 0.073730, 0.355957, 0.221924,  8, 4096
128, 0.067139, 0.045166, 0.093018, 0.061035, 0.333984, 0.226074,  8, 4096
128, 0.058105, 0.046143, 0.087158, 0.061768, 0.343018, 0.229004,  8, 4096
192, 0.086914, 0.066895, 0.089844, 0.080078, 0.333008, 0.230225,  8, 9216
192, 0.081055, 0.065918, 0.089111, 0.080078, 0.353027, 0.227783,  8, 9216
192, 0.087158, 0.064941, 0.096191, 0.080078, 0.350830, 0.228760,  8, 9216
192, 0.093018, 0.072021, 0.094971, 0.078125, 0.355957, 0.226074,  8, 9216
192, 0.093018, 0.069824, 0.090088, 0.080322, 0.344971, 0.228027,  8, 9216
256, 0.129883, 0.113770, 0.126221, 0.120117, 0.334961, 0.224854,  8, 16384
256, 0.131104, 0.108154, 0.125977, 0.119141, 0.354248, 0.227051,  8, 16384
256, 0.123779, 0.106934, 0.125732, 0.120117, 0.345215, 0.231934,  8, 16384
256, 0.129883, 0.104248, 0.126953, 0.119873, 0.361328, 0.231934,  8, 16384
256, 0.121826, 0.103027, 0.128174, 0.118896, 0.341064, 0.232910,  8, 16384
320, 0.165039, 0.148926, 0.172363, 0.164062, 0.352051, 0.238281,  8, 25600
320, 0.156250, 0.148193, 0.161865, 0.155762, 0.624023, 0.218750,  8, 25600
320, 0.160889, 0.141113, 0.161865, 0.156006, 0.631104, 0.218994,  8, 25600
320, 0.166748, 0.147949, 0.161865, 0.156250, 0.624023, 0.218994,  8, 25600
320, 0.167236, 0.146729, 0.160889, 0.156250, 0.632080, 0.219727,  8, 25600
384, 0.216064, 0.204102, 0.217773, 0.212891, 0.677979, 0.276855,  8, 36864
384, 0.218018, 0.201904, 0.218750, 0.213867, 0.684082, 0.277100,  8, 36864
384, 0.210938, 0.197021, 0.218018, 0.212891, 0.648193, 0.277100,  8, 36864
384, 0.218750, 0.197998, 0.219238, 0.214111, 0.685059, 0.276855,  8, 36864
384, 0.223877, 0.197754, 0.218994, 0.215088, 0.641113, 0.273926,  8, 36864
448, 0.272949, 0.267090, 0.286865, 0.281982, 0.697021, 0.343994,  8, 50176
448, 0.273926, 0.266846, 0.285889, 0.280762, 0.693115, 0.344971,  8, 50176
448, 0.276123, 0.266846, 0.286133, 0.281006, 0.693848, 0.344971,  8, 50176
448, 0.273926, 0.265869, 0.285889, 0.281006, 0.693848, 0.344971,  8, 50176
448, 0.273193, 0.264648, 0.286133, 0.280029, 0.697998, 0.343994,  8, 50176
512, 0.361816, 0.351807, 0.375000, 0.363037, 0.759033, 0.433838,  8, 65536
512, 0.356934, 0.352051, 0.375977, 0.363037, 0.704834, 0.433105,  8, 65536
512, 0.354980, 0.360107, 0.367920, 0.362061, 0.758057, 0.433105,  8, 65536
512, 0.353760, 0.357910, 0.382080, 0.361816, 0.738037, 0.430664,  8, 65536
512, 0.354004, 0.356934, 0.371094, 0.360107, 0.761963, 0.432861,  8, 65536
