size, dsetmatrix,cudaMemcpy, chunktime, chunk_nosync, chunktimestream, chunkstreams_ nosync, chunkno,chunksize
128, 0.056152, 0.048828, 0.091064, 0.045898, 0.187012, 0.119873,  4, 32768
128, 0.059082, 0.039062, 0.053223, 0.045166, 0.188965, 0.123047,  4, 32768
128, 0.051025, 0.040039, 0.052979, 0.043945, 0.180908, 0.122803,  4, 32768
128, 0.057861, 0.040283, 0.052979, 0.043701, 0.178955, 0.278076,  4, 32768
128, 0.065186, 0.039795, 0.054199, 0.044922, 0.193115, 0.125000,  4, 32768
192, 0.086182, 0.064941, 0.079102, 0.072021, 0.183105, 0.125977,  4, 73728
192, 0.079102, 0.066162, 0.080078, 0.071045, 0.195068, 0.125244,  4, 73728
192, 0.085693, 0.065918, 0.078857, 0.072021, 0.189209, 0.126221,  4, 73728
192, 0.078125, 0.065918, 0.077881, 0.070068, 0.180908, 0.124023,  4, 73728
192, 0.093994, 0.068115, 0.080322, 0.071045, 0.188965, 0.134766,  4, 73728
256, 0.125000, 0.100830, 0.116211, 0.108154, 0.194824, 0.148926,  4, 131072
256, 0.125244, 0.109131, 0.116943, 0.109863, 0.200928, 0.146973,  4, 131072
256, 0.124023, 0.103027, 0.117188, 0.109863, 0.208008, 0.147705,  4, 131072
256, 0.125000, 0.111084, 0.116699, 0.117920, 0.199951, 0.147705,  4, 131072
256, 0.129883, 0.107910, 0.117920, 0.108887, 0.207275, 0.147949,  4, 131072
320, 0.167236, 0.150879, 0.165039, 0.156982, 0.302979, 0.194092,  4, 204800
320, 0.161133, 0.148926, 0.155029, 0.150146, 0.331055, 0.183838,  4, 204800
320, 0.156006, 0.142822, 0.155029, 0.148926, 0.339111, 0.183838,  4, 204800
320, 0.162109, 0.143066, 0.154785, 0.149170, 0.333984, 0.182861,  4, 204800
320, 0.163086, 0.143066, 0.153809, 0.148926, 0.348145, 0.182861,  4, 204800
384, 0.220215, 0.200928, 0.219727, 0.208008, 0.392090, 0.241211,  4, 294912
