size, dsetmatrix,cudaMemcpy, chunktime, chunk_nosync, chunktimestream, chunkstreams_ nosync, chunkno,chunksize
128, 0.057861, 0.048828, 0.080078, 0.046143, 0.118164, 0.069824,  4, 32768
128, 0.058105, 0.038086, 0.052002, 0.043945, 0.116211, 0.068848,  4, 32768
128, 0.052002, 0.043701, 0.053955, 0.044922, 0.103027, 0.078857,  4, 32768
128, 0.059082, 0.038818, 0.052002, 0.044189, 0.104004, 0.071045,  4, 32768
128, 0.058105, 0.039062, 0.052002, 0.045166, 0.104004, 0.066895,  4, 32768
192, 0.083984, 0.062988, 0.077148, 0.070068, 0.123047, 0.085693,  4, 73728
192, 0.091064, 0.067139, 0.073975, 0.070068, 0.116943, 0.087158,  4, 73728
192, 0.087158, 0.063965, 0.079102, 0.070801, 0.114014, 0.086670,  4, 73728
192, 0.092773, 0.064941, 0.074219, 0.071045, 0.120117, 0.085938,  4, 73728
192, 0.093018, 0.064941, 0.078857, 0.071045, 0.111816, 0.085938,  4, 73728
256, 0.107178, 0.093994, 0.107178, 0.102051, 0.152100, 0.114746,  4, 131072
256, 0.106689, 0.099854, 0.103027, 0.102051, 0.153076, 0.114014,  4, 131072
256, 0.112061, 0.093018, 0.103027, 0.101074, 0.166260, 0.114014,  4, 131072
256, 0.112061, 0.098145, 0.102783, 0.102051, 0.174072, 0.115234,  4, 131072
256, 0.113037, 0.097900, 0.104248, 0.102051, 0.178223, 0.114014,  4, 131072
320, 0.153076, 0.139893, 0.148926, 0.146973, 0.218018, 0.161133,  4, 204800
320, 0.159912, 0.140869, 0.149902, 0.147949, 0.222900, 0.161865,  4, 204800
320, 0.159912, 0.141113, 0.148926, 0.147949, 0.225098, 0.160889,  4, 204800
320, 0.146240, 0.140869, 0.149902, 0.148193, 0.231934, 0.160889,  4, 204800
320, 0.159912, 0.146973, 0.149170, 0.147705, 0.225098, 0.160889,  4, 204800
384, 0.204102, 0.198242, 0.205811, 0.204102, 0.260254, 0.225830,  4, 294912
384, 0.211182, 0.198242, 0.206787, 0.206055, 0.252930, 0.219971,  4, 294912
384, 0.203857, 0.197021, 0.206055, 0.202881, 0.247070, 0.218750,  4, 294912
384, 0.211182, 0.198242, 0.206787, 0.206055, 0.261230, 0.218994,  4, 294912
384, 0.211182, 0.197998, 0.208008, 0.205078, 0.245117, 0.218750,  4, 294912
448, 0.272949, 0.265137, 0.274902, 0.273193, 0.335205, 0.288086,  4, 401408
448, 0.274902, 0.265869, 0.274902, 0.273193, 0.343994, 0.288086,  4, 401408
448, 0.272949, 0.265625, 0.275146, 0.272949, 0.332031, 0.287109,  4, 401408
448, 0.270996, 0.265137, 0.275146, 0.271973, 0.332031, 0.286865,  4, 401408
448, 0.271973, 0.265137, 0.275879, 0.273193, 0.351074, 0.287109,  4, 401408
512, 0.361084, 0.359131, 0.354980, 0.353027, 0.411133, 0.367188,  4, 524288
512, 0.362061, 0.350830, 0.356201, 0.351807, 0.422119, 0.368164,  4, 524288
512, 0.354980, 0.352051, 0.354980, 0.351074, 0.410889, 0.368164,  4, 524288
512, 0.362061, 0.352051, 0.354004, 0.352051, 0.418945, 0.369141,  4, 524288
512, 0.360840, 0.351074, 0.360107, 0.352051, 0.422119, 0.365967,  4, 524288
576, 0.454102, 0.439941, 0.443115, 0.439941, 0.510010, 0.455811,  4, 663552
576, 0.454834, 0.439941, 0.445068, 0.439941, 0.509033, 0.453857,  4, 663552
576, 0.454102, 0.438965, 0.444336, 0.439697, 0.508789, 0.455078,  4, 663552
576, 0.452148, 0.449951, 0.444092, 0.440186, 0.519043, 0.454102,  4, 663552
576, 0.452881, 0.438965, 0.441895, 0.453857, 0.508057, 0.454102,  4, 663552
640, 0.554932, 0.539062, 0.545898, 0.540039, 0.604004, 0.552979,  4, 819200
640, 0.555176, 0.547119, 0.544922, 0.539062, 0.614990, 0.553955,  4, 819200
640, 0.555908, 0.540039, 0.543945, 0.541016, 0.612061, 0.554199,  4, 819200
640, 0.557129, 0.539062, 0.543945, 0.540039, 0.615967, 0.559814,  4, 819200
640, 0.555176, 0.538086, 0.544189, 0.539062, 0.612061, 0.554199,  4, 819200
704, 0.666016, 0.648193, 0.666992, 0.648926, 0.718994, 0.662109,  4, 991232
704, 0.668945, 0.656738, 0.656006, 0.649170, 0.709961, 0.674805,  4, 991232
704, 0.669189, 0.648926, 0.652832, 0.648193, 0.730957, 0.663086,  4, 991232
704, 0.668945, 0.649170, 0.655029, 0.649170, 0.717285, 0.662109,  4, 991232
704, 0.668945, 0.648926, 0.654053, 0.649414, 0.717285, 0.668945,  4, 991232
